Image ID,Post ID,Ticket ID,Summary ,Image URL,Image Identifier,post Longitude,Post Latitude,main category,Cat option 1,Cat option 2,Cat option 3,Cat option 4,url working
61,2856,NGOYO966593,"In the picture is a drainage at NTA road in Ibadan. The drainage has gotten polluted with enough debris, if care is not taken, the wastes in the drainage will lead to flooding of the road and disease outbreak when rain starts.",http://rrci.rarare.com/photos/2856.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjg1Ni4xLm1vYmlsZS5qcGVn,3.917103,7.395578,open sewage pits,poor healthcare facilities,burst water pipe,lack of healthcare in my locale,public locale is dirty,TRUE
62,2855,NGLAG122070,This picture is showing some sort of refuse dumped in a public garden on NTA road in Ibadan. It is really giving the place a bad image. The government is hereby called upon to evaluate the wastes and penalize offenders.,http://rrci.rarare.com/photos/2855.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjg1NS4xLm1vYmlsZS5qcGVn,3.391811,6.489687,public locale is dirty,poor healthcare facilities,burst water pipe,lack of healthcare in my locale,waste management,TRUE
63,2854,NGLAG667773,In the picture is a faulty traffic light on Total garden - UCH road in Ibadan. The traffic light needs to get repaired so as to control vehicular movement on the road.,http://rrci.rarare.com/photos/2854.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjg1NC4xLm1vYmlsZS5qcGVn,3.391811,6.489687,defective traffic light,street light,security issue,electricity,graffiti report,TRUE
64,2853,NGLAG469844,In the picture is a river at Arulogun in Ibadan. It has been turned into a dumping arena. The government needs to solve this so as to avoid flooding in due time.,http://rrci.rarare.com/photos/2853.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjg1My4xLm1vYmlsZS5qcGVn,3.391811,6.489687,"pollution - streams, rivers, lakes",,,,,TRUE
65,2852,NGEDO375585,"There are over 4 abandoned cars lined along the popular Oba market road, close to ring road encroaching on public space and causing traffic logjam. ",http://rrci.rarare.com/photos/2852.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjg1Mi4xLm1vYmlsZS5qcGVn,5.592822075,6.353792191,abandoned car,abandoned truck,obstruction of public road,traffic jam,potholes - safety hazard,TRUE
66,2851,NGEDO641564,This pothole right in the middle of the ever popular Second West-Circular road is a source of frustration to drivers because it is positioned where the major roads meet. ,http://rrci.rarare.com/photos/2851.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjg1MS4xLm1vYmlsZS5qcGVn,5.595044613,6.355438709,potholes - safety hazard,abandoned car,defective public transport,illegal road block,defective roadworks,TRUE
67,2850,NGEDO931832,The slight drizzle of yesterday has remained inhabitants of Idehen street about the terrible state of road in the community. The road is completely difficult to navigate ,http://rrci.rarare.com/photos/2850.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjg1MC4xLm1vYmlsZS5qcGVn,5.595044613,6.355438709,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
68,2849,NGOYO618017,Abandoned Waste Land: in the picture is a landed property between two houses opposite UI second gate in Ibadan. The land has been turned into a dumping site by the community members.,http://rrci.rarare.com/photos/2849.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjg0OS4xLm1vYmlsZS5qcGVn,3.900240421,7.418881416,abandoned wasteland,public locale is dirty,"pollution - streams, rivers, lakes",abandoned wasteland,risk of disease outbreak,TRUE
69,2848,NGOYO845912,"Stagnant Water/ Waste Management: this picture is pointing at a hole that contains stagnant water filled with debris at Odusanya street, Bodija in Ibadan. The hole needs to be cleared and blocked.",http://rrci.rarare.com/photos/2848.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjg0OC4xLm1vYmlsZS5qcGVn,3.900240421,7.418881416,stagnant water pool,flooding,lack of healthcare in my locale,risk of disease outbreak,"pollution - streams, rivers, lakes",TRUE
70,2847,NGOYO446835,Risk of Disease Outbreak: in the picture is a drainage filled with filths that harbour germs and parasites which can cause disease outbreak in the society. This kind of dirtiness is not good.,http://rrci.rarare.com/photos/2847.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjg0Ny4xLm1vYmlsZS5qcGVn,3.900240421,7.418881416,risk of disease outbreak,abandoned wasteland,public locale is dirty,"pollution - streams, rivers, lakes",rubbish on the street,TRUE
71,2846,NGOYO562225,"Under flooding/ Risk of disease outbreak: in the picture is a drainage filled with wastes of all kinds on Laniba road, Ojoo in Ibadan. The drainage needs to get cleared to avert both flood and disease",http://rrci.rarare.com/photos/2846.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjg0Ni4xLm1vYmlsZS5qcGVn,3.900325537,7.419363022,risk of disease outbreak,abandoned wasteland,public locale is dirty,"pollution - streams, rivers, lakes",rubbish on the street,TRUE
72,2845,NGOYO502062,"Defective Roadwork: here is the picture of a junction on Odusanya street, Bodija in Ibadan. The tarred road is gradually peeling off. It has to be patched or rehabilitated on time so as to avoid loss.",http://rrci.rarare.com/photos/2845.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjg0NS4xLm1vYmlsZS5qcGVn,3.902125597,7.417677402,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
73,2844,NGOYO898176,Rubbish on the Street: in the picture are wastes deposited on Gate - Secretariat road in Ibadan. The wastes are packed in sacks. We enjoin the government to provide Industrial Trash Cans by the road,http://rrci.rarare.com/photos/2844.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjg0NC4xLm1vYmlsZS5qcGVn,3.901444197,7.420216084,rubbish on the street,risk of disease outbreak,waste management,public locale is dirty,dead animal,TRUE
74,2843,NGOYO584737,"Abandoned Vehicle: in the picture is an abandoned bus at Favours, Bodija in Ibadan, the vehicle got abandoned there because there is no penalty attached for doing so on major public road.",http://rrci.rarare.com/photos/2843.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjg0My4xLm1vYmlsZS5qcGVn,3.898988962,7.4184618,abandoned truck,abandoned truck,obstruction of public road,traffic jam,potholes - safety hazard,TRUE
75,2842,NGOYO808180,"Defective Roadwork: in the picture is a tarred road along Favors, Bodija - Secretariat road in Ibadan. The edge of the road is getting annihilated gradually, a repair needs to be carried out soon",http://rrci.rarare.com/photos/2842.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjg0Mi4xLm1vYmlsZS5qcGVn,3.902125597,7.417677402,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
76,2841,NGOYO886276,"Electricity: in the picture are non thoroughly installed electric cables at Odusanya street, Bodija in Ibadan. The cables can get in contact with each other easily. This needs to be corrected.",http://rrci.rarare.com/photos/2841.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjg0MS4xLm1vYmlsZS5qcGVn,3.900240421,7.418881416,electricity,poor mobile network service,defective transformer,street light,security issue,TRUE
77,2840,NGOYO363834,Rubbish on the Street: in the picture is Fawole street at Odinjo in Ibadan. The rubbish does not portray a good image of the society. This needs to get cleared as soon as possible for healthy living. ,http://rrci.rarare.com/photos/2840.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjg0MC4xLm1vYmlsZS5qcGVn,3.900240421,7.418881416,rubbish on the street,risk of disease outbreak,waste management,public locale is dirty,dead animal,TRUE
78,2839,NGEDO925417,"A quick road fix ongoing at Omoruyi road, off Ogida",http://rrci.rarare.com/photos/2839.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjgzOS4xLm1vYmlsZS5qcGVn,5.593402863,6.357773781,rave,customer service,,,,TRUE
79,2838,NGEDO519827,Construction team fixing patches of pothole at upper Siluko road,http://rrci.rarare.com/photos/2838.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjgzOC4xLm1vYmlsZS5qcGVn,5.593402863,6.357773781,rave,customer service,,,,TRUE
80,2837,NGEDO179311,"Inspite of a recently installed solar panel, the traffic light at Oguola Junction suddenly stopped working last 2months,thus further exacerbating the traffic situation at night.",http://rrci.rarare.com/photos/2837.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjgzNy4xLm1vYmlsZS5qcGVn,5.593402863,6.357773781,defective traffic light,street light,security issue,electricity,graffiti report,TRUE
81,2836,NGEDO431324,A double tragedy of bad roads littered with potholes and abandoned trucks makes driving through adolor road a hellish experience,http://rrci.rarare.com/photos/2836.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjgzNi4xLm1vYmlsZS5qcGVn,5.593402863,6.357773781,abandoned truck,abandoned truck,obstruction of public road,traffic jam,potholes - safety hazard,TRUE
82,2835,NGEDO239559,An abandoned Bus at Obanosa Street. Efforts by the landlord association to trace the owner have proved abortive,http://rrci.rarare.com/photos/2835.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjgzNS4xLm1vYmlsZS5qcGVn,5.593402863,6.357773781,abandoned truck,abandoned truck,obstruction of public road,traffic jam,potholes - safety hazard,TRUE
83,2834,NGEDO449586,An abandoned Bus encroaching on public space along the ever busy Siluko Road,http://rrci.rarare.com/photos/2834.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjgzNC4xLm1vYmlsZS5qcGVn,5.593035221,6.353910923,abandoned truck,abandoned truck,obstruction of public road,traffic jam,potholes - safety hazard,TRUE
84,2833,NGEDO258688,"Yet another abandoned truck at Igbinaduwa Street that have been there for more than two years, thus defacing and constituting public nuisance to the road. ",http://rrci.rarare.com/photos/2833.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjgzMy4xLm1vYmlsZS5qcGVn,5.593015194,6.353853226,abandoned truck,abandoned truck,obstruction of public road,traffic jam,potholes - safety hazard,TRUE
85,2832,NGEDO186682,Several pockets of potholes at Oliha Market steadily ensures vehicular movement is at slow pace thus guaranteeing daily traffic standstill round the clock ,http://rrci.rarare.com/photos/2832.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjgzMi4xLm1vYmlsZS5qcGVn,5.59303236,6.353889465,potholes - safety hazard,abandoned car,defective public transport,illegal road block,defective roadworks,TRUE
86,2831,NGEDO484393,A pothole that has been a source of irritation to drivers in the Oba Market section in Benin City for several years. It gets worse during rainy season.,http://rrci.rarare.com/photos/2831.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjgzMS4xLm1vYmlsZS5qcGVn,5.593033791,6.353885174,potholes - safety hazard,abandoned car,defective public transport,illegal road block,defective roadworks,TRUE
87,2830,NGEDO181782,"A large patch of pothole at Oguola Junction that contribute heavily to logjam as it inhibites
 the movement of vehicles attempting to connect or Siluko Road.",http://rrci.rarare.com/photos/2830.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjgzMC4xLm1vYmlsZS5qcGVn,5.593034267,6.353885174,potholes - safety hazard,abandoned car,defective public transport,illegal road block,defective roadworks,TRUE
88,2829,NGEDO337090,"A large patch of pothole at Oguola Junction that contribute heavily to logjam as it inhibites
 the movement of vehicles attempting to connect  Siluko Road.",http://rrci.rarare.com/photos/2829.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjgyOS4xLm1vYmlsZS5qcGVn,5.594908237,6.357757568,potholes - safety hazard,abandoned car,defective public transport,illegal road block,defective roadworks,TRUE
89,2828,NGEDO227742,"Abandoned Bus at Obayuwana Road, off Siluko Road. Last year, a resident had a tragic accident late at night on account of speeding and ramming into the abandoned bus, yet it has not been removed",http://rrci.rarare.com/photos/2828.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjgyOC4xLm1vYmlsZS5qcGVn,5.593046188,6.353878975,abandoned truck,abandoned truck,obstruction of public road,traffic jam,potholes - safety hazard,TRUE
90,2827,NGEDO212971,"A death trap in form of a pothole at Ekenwa Junction Intersection, this particular pothole is the cause of a nightly traffic logjam in this area. Several pleas to have it done have gone unheeded",http://rrci.rarare.com/photos/2827.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjgyNy4xLm1vYmlsZS5qcGVn,5.593024254,6.353854179,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
91,2826,NGKOG512728,"  Along Ankpa road to Ojokodo, Ankpa Local Government, Kogi state are a section of abandoned trucks. These trucks are defacing the environment and should be cleared immediately by rel",http://rrci.rarare.com/photos/2826.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjgyNi4xLm1vYmlsZS5qcGVn,7.688716412,7.284016132,abandoned truck,abandoned truck,obstruction of public road,traffic jam,potholes - safety hazard,TRUE
92,2825,NGKOG943951,"Transformers should be kept properly and fenced properly because of explosion . but here Idah road to Igalamella/ Orudu local government, Kogi state, you will find unprotected Transformer",http://rrci.rarare.com/photos/2825.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjgyNS4xLm1vYmlsZS5qcGVn,7.688708782,7.283918381,electricity,poor mobile network service,defective transformer,street light,security issue,FALSE
93,2824,NGKOG202533,"Here in this picture is at plaza, close to St Peter school, Idah Local Government, Kogi state. There is an avalanche of rubbish and refuse. It's making the place look terrible.
",http://rrci.rarare.com/photos/2824.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjgyNC4xLm1vYmlsZS5qcGVn,7.688736916,7.28395319,rubbish on the street,risk of disease outbreak,waste management,public locale is dirty,dead animal,FALSE
94,2823,NGKOG975415,"Here is an abandoned truck at Abo Ojakpidila road, Imane, Olamaboro local government, Kogi State. The truck is blocking drivers from usiy the  narrow road. The government is advised t",http://rrci.rarare.com/photos/2823.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjgyMy4xLm1vYmlsZS5qcGVn,7.688743591,7.283913136,abandoned truck,abandoned truck,obstruction of public road,traffic jam,potholes - safety hazard,TRUE
95,2822,NGLAG109084,"

This land has been turned to a refuge dumping site. This is very unhygienic for the lives in the area. It can result to disease outbreak which can affect majority of people in the area. ",http://rrci.rarare.com/photos/2822.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjgyMi4xLm1vYmlsZS5qcGVn,3.364307642,6.533109188,abandoned wasteland,public locale is dirty,"pollution - streams, rivers, lakes",abandoned wasteland,risk of disease outbreak,TRUE
96,2821,NGKOG754465,"Here is a road at Efofe Imane, close to Ede market, Olamaboro local government, Kogi state. The holes are now being filled with rubbish.
The government is asked to direct the road maintenan",http://rrci.rarare.com/photos/2821.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMjgyMS4xLm1vYmlsZS5qcGVn,7.688713074,7.283926487,potholes - safety hazard,abandoned car,defective public transport,illegal road block,defective roadworks,TRUE
